species	SeqCRZa_100	SeqCRZa_101	SeqCRZa_102	SeqCRZa_103	SeqCRZa_104	SeqCRZa_105	SeqCRZa_106	SeqCRZa_107	SeqCRZa_108	SeqCRZa_10	SeqCRZa_11	SeqCRZa_12	SeqCRZa_13	SeqCRZa_14	SeqCRZa_15	SeqCRZa_16	SeqCRZa_17	SeqCRZa_18	SeqCRZa_19	SeqCRZa_1	SeqCRZa_20	SeqCRZa_21	SeqCRZa_22	SeqCRZa_23	SeqCRZa_24	SeqCRZa_25	SeqCRZa_26	SeqCRZa_27	SeqCRZa_28	SeqCRZa_29	SeqCRZa_2	SeqCRZa_30	SeqCRZa_31	SeqCRZa_32	SeqCRZa_33	SeqCRZa_34	SeqCRZa_35	SeqCRZa_36	SeqCRZa_37	SeqCRZa_38	SeqCRZa_39	SeqCRZa_3	SeqCRZa_40	SeqCRZa_41	SeqCRZa_42	SeqCRZa_43	SeqCRZa_44	SeqCRZa_45	SeqCRZa_46	SeqCRZa_47	SeqCRZa_48	SeqCRZa_49	SeqCRZa_4	SeqCRZa_50	SeqCRZa_51	SeqCRZa_52	SeqCRZa_53	SeqCRZa_54	SeqCRZa_55	SeqCRZa_56	SeqCRZa_57	SeqCRZa_58	SeqCRZa_59	SeqCRZa_5	SeqCRZa_60	SeqCRZa_61	SeqCRZa_62	SeqCRZa_63	SeqCRZa_64	SeqCRZa_65	SeqCRZa_66	SeqCRZa_67	SeqCRZa_68	SeqCRZa_69	SeqCRZa_6	SeqCRZa_70	SeqCRZa_71	SeqCRZa_72	SeqCRZa_73	SeqCRZa_74	SeqCRZa_75	SeqCRZa_76	SeqCRZa_77	SeqCRZa_78	SeqCRZa_79	SeqCRZa_7	SeqCRZa_80	SeqCRZa_81	SeqCRZa_82	SeqCRZa_83	SeqCRZa_84	SeqCRZa_85	SeqCRZa_86	SeqCRZa_87	SeqCRZa_88	SeqCRZa_8	SeqCRZa_90	SeqCRZa_91	SeqCRZa_92	SeqCRZa_93	SeqCRZa_94	SeqCRZa_95	SeqCRZa_96	SeqCRZa_97	SeqCRZa_98	SeqCRZa_99	SeqCRZa_9
Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0
Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_anginosus	0	0	0	0	0	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01798	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0.00615	0	0	0	0	0	0	0	0	0	0	0	0.01619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0
Streptococcus_australis	0	0	0.01156	0	0	0	0	0.00104	0	0	0	0.03531	0	0.03176	0	0.00105	0	0	0	0.00665	0.02204	0	0.00202	0	0	0	0	0	0.00503	0	0	0	0.01101	0	0.03287	0.25417	0.05672	0	0.03071	0.01133	0	0	0	0.0068	0	0	0.04513	0.00752	0.00322	0	0	0.02045	0	0.00794	0	0	0	0.01012	0.00038	0.03824	0.01553	0	0	0	0	0.00238	0.01149	0	0	0.05522	0	0	0	0	0.02517	0	0	0.01903	0	0.00036	0	0	0	0	0.01527	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0.01915	0	0	0	0	0
Streptococcus_constellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0.00221	0
Streptococcus_gordonii	0	0	0	0	0	0.00135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0.00707	0	0.00766	0	0	0	0	0	0.00173	0.00733	0	0	0	0.00726	0	0	0	0	0	0	0	0	0	0.02007	0.07014	0.00818	0.0013	0	0.00601	0	0	0	0.00184	0	0	0.01693	0	0	0	0	0.00659	0.00256	0	0	0	0	0	0	0.01689	0	0	0	0	0	0	0	0.00944	0	0	0	0	0	0	0.0392	0	0	0	0	0.0016	0	0	0	0	0.00491	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0	0.00103	0	0	0	0	0
Streptococcus_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0
Streptococcus_lutetiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0	0	0
Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0	0
Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00084	0	0	0	0	0	0	0	0.01775	0	0.00256	0.01322	0.03069	0	0	0	0	0	0	0.00208	0	0	0	0	0	0	0	0.00034	0.00195	0.00133	0	0	0	0.0077	0	0.01991	0.01083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02083	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0.0305	0	0	0	0	0	0	0	0	0.00608	0	0	0	0	0	0	0	0	0.00037
Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0	0.00791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_parasanguinis	0.05986	0	0.00259	0	0	0.18341	0.03172	0	0.07923	0	0	0.00473	0	0.02774	0.01687	0.05389	0.02899	0	0	0.05182	0.00657	0	0.06521	0.00303	0	0.02056	0.02718	0.0045	0	0	0	0.00522	0	0.1408	1.14763	0.13812	0.0248	0	0	0	0	0.02862	0	0.12544	0	0	0.18427	0	0.00296	0	0	0.06104	0.37612	0	0.00561	0.00369	0	0.03039	0.00357	0.09563	0.08297	0	0	0	0.0273	0.00687	0.05078	0.03197	0.56093	0	0	0	0	0.04003	0.10752	0	0.00586	0.00302	0.03247	0.01804	0	0.05905	0	0	0.01051	0.03055	0	0	0.02957	0	0.00581	0.02547	0	0.0181	0.01821	0	0	0.10513	0	0.005	0.02064	0.06564	0	0	0.00041	0.0038	0.0392
Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17553	0.02858	0	0	0.03501	0	0	0	0.33463	0.01652	0	0	0	0	0	0	0	0
Streptococcus_salivarius	0.83103	0	0.2369	0.13613	0.01969	1.422	0.28637	0.35632	2.90443	0	0.0091	0	0	0.99515	0.03203	0.23549	0.113	0.00623	0.01123	0.28592	0.77784	0.03191	0.35552	0.01887	0	0.06768	0.03384	0.11242	0.00754	0	0.04204	0.13131	0.38695	0.42792	4.00878	0.0705	0.00789	0	0.12473	0.03952	0.041	0.09481	0.08861	0.56474	0.07223	0	2.56334	0.02679	0.09166	0	0	0.67243	1.54007	0.08328	0.0492	0.08452	0.02898	0.27429	0.07098	0.07151	0.68495	0	0.01952	0	0.04075	0.25391	0.13243	1.53097	1.69408	0.32014	0.01972	0.00097	0.02027	0.05379	2.44832	0	0.07053	0.00754	0.40124	0.13437	0.17683	0.11496	0.07813	0.04119	0.03175	0.06136	0.00199	0	1.80239	0.01614	0.34576	0.12261	0.0139	0.54016	0.81489	0.0037	0.00374	0.87178	0.17656	0.03922	0.07785	0.27509	0.12134	0.17502	0.0546	0.04961	0.17084
Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107	0	0.01691	0	0	0	0	0	0	0	0	0	0	0	0.00493	0	0	0	0	0	0	0.00188	0	0	0	0.00236	0	0.0228	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0.00553	0	0	0	0.00219	0	0	0	0	0	0	0	0	0.00322	0	0	0	0	0	0	0	0	0
Streptococcus_thermophilus	0.2677	0	0	0.03659	0.00376	0.02505	0.07206	0.31748	0.10746	0	0.01409	0	0	0	0	0.22637	0.00452	0.0029	0.00257	0.05251	0.00251	0.1826	0	0	0	0.27458	0	0.24795	0	0	0	0	0	0.24215	0	0	0	0	0	0	0	0.07244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45153	0.12072	0	0	0.3307	0.10902	0	0	1.59891	0.13226	0	0.22801	0	0
Streptococcus_vestibularis	0	0	0	0	0	0	0.00838	0	0.15023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0.0085	0.01502	0	0	0	0	0	0	0.00661	0	0.01138	0	0	0	0	0	0	0	0	0.03692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00619	0.00802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0	0	0.01749	0	0	0	0	0	0	0	0	0
Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_bacterium_JC118	0	0.00279	0	0	0.02107	0	0	0	0.00233	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0.18573	0	0.01251	0	0	0.49596	0	0	0	0	0	0	0	0.00064	0.00952	0	0	0	0	0.00149	0	0	0	0	0	0	0	0.03624	0	0	0.02023	0	0	0.01995	0	0	0.00131	0	0	0.00454	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0.05983	0	0	0	0	0	0	0	0	0.0008	0.17161	0	0	0	0.02788	0	0	0.12142	0	0.02769	0.00152	0	0	0
Clostridium_asparagiforme	0.10182	0.02757	0	0.06646	0.25976	0.24657	0.01855	0	0.02728	0	0	0	0	0.02501	0	0	0.0007	0	0.00876	0	0.00672	0	0	0	0	0.01716	0	0	0.02535	0	0	0.00679	0	0.02423	0	0	0	0.00868	0	0.02588	0.00105	0	0.00861	0	0	0	0	0.03749	0	0.03609	0	0	0	0	0	0	0	0	0	0.00472	0	0	0.00077	0.00216	0	0.04845	0.02548	0.04006	0	0	0	0.00789	0	0.00045	0	0	0	0.05886	0.02676	0.02783	0	0	0	0	0.01959	0	0	0.00044	0	0.12008	0.56272	0.11443	0	0.39854	0.21802	0.00567	0.02789	0.11879	0.11236	0.14146	0.0778	0.03854	0	0.44096	0.01465	0.05758	0
Clostridium_bolteae	0.11089	0.03106	0.1315	0.06555	0.16139	0.02935	0.68844	0	0.06257	0	0.00305	0	0.00958	0.91751	0	0	0.03815	0	0.01624	0.01098	0.04392	0.00089	0.15414	0.0101	0	0.07204	0.02345	0.00912	0	0.00715	0	0	0	0.24884	0.00072	0.10654	0	1.80196	0	0.15126	0.0965	0	0.06787	0.00095	0	0.003	0.00901	0.0357	0	0.20327	0	0	0.0105	0.70157	0	0.04594	0.13022	0	0	0.03314	0.02281	0	0.0092	0.08848	0	0.15067	0.03446	0.5687	0	0.00058	0	0.00383	0.3855	0	0	0.20072	0	3.83142	0.04334	0.2987	0.0021	0	0	0.01399	0.12544	0	0	0.09032	0.08426	3.70105	4.65631	4.87427	0.0754	2.02402	0.8164	0.00288	0.27003	0.56535	0.18384	0.15223	0.36338	0.22926	0.20816	0.1419	0.13252	0.70962	0
Clostridium_citroniae	0.00053	0.04462	0.00963	0.02455	0.04527	0.01143	0.00845	0	0.01729	0.00029	0	0	0	0.06184	0	0	0.00564	0	0.00304	0	0.0044	0	0	0	0	0.08608	0.01761	0.01672	0.01412	0	0	0.02572	0	0.00551	0	0.00586	0	0.01584	0	0	0	0	0.01428	0	0	0.00906	0	0.01757	0	0.0164	0	0	0	0	0.00094	0	0	0.00242	0	0.01067	0	0	0.0099	0.00657	0	0.0266	0.01211	0.00323	0	0	0	0	0	0	0	0.01424	0	0.00761	0.01294	0.01928	0.02056	0	0	0	0.0141	0.00493	0	0	0	0	0.39011	0.04409	0.01104	0.09253	0.17362	0	0.00987	0.58201	0.07082	0.01985	0.11102	0.0158	0.05804	0.07118	0.03465	0.02916	0
Clostridium_clostridioforme	0	0	0.05186	0.00434	0.00925	0.00219	0.00051	0	0.01071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0	0	0.00726	0	0	0	0	0	0	0	0	0	0	0.08442	0.07627	0	0.71029	0.00727	0	0.12035	0	0.00113	0.0101	0.15493	0	0	0.01666	0	0.00141	0
Clostridium_hathewayi	0.02233	0.00273	0.05079	0.01557	0.23256	0.02669	1.33052	0	0.08177	0.04669	0	0.00677	0.53308	1.21943	0	0	0.01036	0	0.07343	0.06045	0.02392	0.03129	0	0	0	0.0245	0.0015	0.00122	0	0.01298	0	0.30343	0	0.00947	0	0	0.0132	7.37559	0	0.03708	0.15014	0	2.49256	0	0	0	1.04705	0	0	1.47121	0.01219	0	0	0.1971	0	0	3.18106	0	0.00268	0.00847	0.14782	0	0	0.77023	0	3.06426	0	0.12456	0	0.01983	0.1992	0	0.01279	0	0	0	0	13.82719	0.0012	0.11419	0.17195	0	0.11386	0.08749	0.02529	0	0	0	0.6938	0.06579	0.88132	0.33255	0	1.09694	0.3669	0	0.07102	1.15955	0.13736	0.04437	0.15291	0.06563	0.08269	0.08257	0.01039	4.80563	0
Clostridium_leptum	3.10587	0.00718	0.32772	3.27945	0.06142	0.02101	0.13324	0.06118	0.20308	0	0.39968	0.03783	0.05292	0.21408	0.10555	0.41223	0.00836	0	0.11661	0.01328	0.26978	0.11917	0.14732	0	0.47246	0.05872	0.0244	0.07686	0.2076	0.03955	0.00158	0.01166	0.00301	0.6521	0	0	0.00309	0.02108	0	0.30295	0.10173	0.03889	0.10082	0	0.01044	0.06769	0.00528	0.02857	0.0007	0.02695	0	0	0.00508	0	0	0.00988	0.08703	0.0154	0.31891	0.10774	0.00335	0	0.02047	0.12896	0.05229	0.14266	0.16399	0.0365	0	0.02723	0.19011	0.18393	0.03142	0	0	0	0	0.04595	0	0.88509	0.02005	0.01001	0.06204	0.00037	0.08231	0.0787	0.01907	0.00783	0	0	0	1.08597	0.08019	0	3.6431	0.295	0.10835	4.8432	0.94221	0	0.07881	0.49447	0.67758	0	0.4098	2.31669	0.27381
Clostridium_methylpentosum	0	0	0	0	0.01229	0	0	0	0.03664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01046	0	0	0	0	0	0	0	0	0.00616	0.01721	0	0	0	0	0
Clostridium_nexile	0	0	0	0	0	0	0.63948	0	0	0	0	0.14336	0	2.33017	0	0	0	0	0	0	0.49882	0	0.00394	0	0.013	0	0	0	0	0	0	0	0	0.00106	0	0	0	1.07497	0	0.54958	0	0.01487	6.93835	0	0	0	0	0	0	2.97992	0.0624	0	0.46806	1.24127	0	0.30257	0	0	0.86223	0.31261	0	0	0	0	0	1.38131	0.00043	0	0	0	0	0	0.75466	0	0	0	0	1.23671	0	0	0.02619	0.05378	0	0.08131	0.39521	0	0	0	0	0.06819	1.19347	0.45354	0	1.36164	0.02451	0	0.00305	2.02868	0	0	0	0	0	0.02736	0	1.14823	0
Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18436	0	0.021	0	0	0	0	0	0	0.01534	0	0	0	0	0	0	0	0	0.05744	0	0	0.04785	0	0	0	0	0	0	0.0391	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0.0188	0	0	0	0	0	0	0	0.15305	0	0.165	0	0	0	0	0	0	0	0	0	0	0	0	0.01265	0	0	0
Clostridium_scindens	0	0	0	0	0.0034	0	0.00101	0	0.00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0.00109	0.00034	0	0	0	0	0
Clostridium_sp_ATCC_BAA_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88423	0	0	0.99137	0	0.76447	0	0.32865	0	0
Clostridium_sp_D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_L2_50	0	0	0	0	0	0	0	0	0	0	0	3.40141	0	0	0.29299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_symbiosum	0.09121	0.00055	0.05823	0.65103	0.25899	0.0298	0.4869	0	0.01394	0	0	0	0	0.11836	0	0	0.0374	0	0	0	0.00171	0	0	0	0	0.00355	0.0016	0.00229	0.02819	0	0	0	0	0.01216	0	0	0	0.04492	0	0.00562	0.12629	0	2.05526	0.00155	0	0	0.04529	0	0	0	0	0	0	0.59276	0	0	0	0	0	0.03121	0	0	0	0.03981	0	0.21516	0.00031	0.06512	0	0	0	0	0.00959	0	0	0.00232	0	0.41157	0.01233	0.04093	0	0	0	0	0.02081	0	0	0	0	0.07815	5.64442	0.43909	0.01661	0.98308	0.20149	0	2.27778	1.10271	0.05946	0.05577	0.04075	0.0039	0.09077	0.1572	0.01709	0.19665	0
Anaerococcus_obesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_prevotii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_tetradius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0.00706	0
Clostridiales_bacterium_BV3C26	0	0	0	0	0	0	0.02903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0
Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0
Parvimonas_micra	0	0	0	0	0	0.00064	0.01304	0	0	0	0	0	0	0	0	0	0	0	0	0.01959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318	0	0	0	0	0	0	0	0	0
