plate.id,substrates,Class,Time.h,Species,OD590
G3,Alpha-Ketobutyric acid,Carboxylic acids,12,B. vulgatus,0.388
H3,D-Malic acid,Carboxylic acids,12,B. vulgatus,0.361
A4,L-Arginine,Amino acids,12,B. vulgatus,0.314
B4,L-Asparagine,Amino acids,12,B. vulgatus,0.477
C4,L-Phenylalanine,Amino acids,12,B. vulgatus,0.366
D4,L-Serine,Amino acids,12,B. vulgatus,0.356
E4,L-Threonine,Amino acids,12,B. vulgatus,0.392
F4,Glycyl-L-glutamic Acid,Amino acids,12,B. vulgatus,0.374
G4,Phenethylamine,Amines,12,B. vulgatus,0.35
H4,Putrescine,Amines,12,B. vulgatus,0.295
A5,Water,Water,12,B. vulgatus,0.296
B5,Methyl pyruvate,Carboxylic acids,12,B. vulgatus,0.709
C5,Tween 40,Polymers,12,B. vulgatus,0.293
D5,Tween 80,Polymers,12,B. vulgatus,0.305
E5,Alpha-Cyclodextrin,Polymers,12,B. vulgatus,0.477
F5,Glycogen,Polymers,12,B. vulgatus,0.357
G5,D-Cellobiose,Carbohydrates,12,B. vulgatus,0.363
H5,Alpha-D-Lactose,Carbohydrates,12,B. vulgatus,0.738
A6,Beta-Methyl-D-Glucoside,Carbohydrates,12,B. vulgatus,0.311
B6,D-Xylose,Carbohydrates,12,B. vulgatus,0.486
C6,I-Erythritol,Carbohydrates,12,B. vulgatus,0.35
D6,D-Mannitol,Carbohydrates,12,B. vulgatus,0.353
E6,N-Acetyl-D-glucosamine,Carbohydrates,12,B. vulgatus,0.392
F6,D-Glucosaminic acid,Carboxylic acids,12,B. vulgatus,0.331
G6,Glucose-1-Phosphate,Carbohydrates,12,B. vulgatus,0.363
H6,Alpha-Glycerol-Phosphate,Carbohydrates,12,B. vulgatus,0.31
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,12,B. vulgatus,0.323
B7,D-Galacturonic acid,Carboxylic acids,12,B. vulgatus,0.333
C7,2-Hydroxybenzoic Acid,Phenolic acids,12,B. vulgatus,0.353
D7,4-Hydroxybenzoic acid,Phenolic acids,12,B. vulgatus,0.348
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,12,B. vulgatus,0.356
F7,Itaconic acid,Carboxylic acids,12,B. vulgatus,0.344
G7,Alpha-Ketobutyric acid,Carboxylic acids,12,B. vulgatus,0.387
H7,D-Malic acid,Carboxylic acids,12,B. vulgatus,0.298
A8,L-Arginine,Amino acids,12,B. vulgatus,0.342
B8,L-Asparagine,Amino acids,12,B. vulgatus,0.477
C8,L-Phenylalanine,Amino acids,12,B. vulgatus,0.362
D8,L-Serine,Amino acids,12,B. vulgatus,0.362
E8,L-Threonine,Amino acids,12,B. vulgatus,0.373
F8,Glycyl-L-glutamic Acid,Amino acids,12,B. vulgatus,0.387
G8,Phenethylamine,Amines,12,B. vulgatus,0.342
H8,Putrescine,Amines,12,B. vulgatus,0.296
A9,Water,Water,12,B. vulgatus,0.332
B9,Methyl pyruvate,Carboxylic acids,12,B. vulgatus,0.79
C9,Tween 40,Polymers,12,B. vulgatus,0.29
D9,Tween 80,Polymers,12,B. vulgatus,0.31
E9,Alpha-Cyclodextrin,Polymers,12,B. vulgatus,0.438
F9,Glycogen,Polymers,12,B. vulgatus,0.371
G9,D-Cellobiose,Carbohydrates,12,B. vulgatus,0.357
H9,Alpha-D-Lactose,Carbohydrates,12,B. vulgatus,0.84
A10,Beta-Methyl-D-Glucoside,Carbohydrates,12,B. vulgatus,0.324
B10,D-Xylose,Carbohydrates,12,B. vulgatus,0.473
C10,I-Erythritol,Carbohydrates,12,B. vulgatus,0.344
D10,D-Mannitol,Carbohydrates,12,B. vulgatus,0.345
E10,N-Acetyl-D-glucosamine,Carbohydrates,12,B. vulgatus,0.41
F10,D-Glucosaminic acid,Carboxylic acids,12,B. vulgatus,0.34
G10,Glucose-1-Phosphate,Carbohydrates,12,B. vulgatus,0.366
H10,Alpha-Glycerol-Phosphate,Carbohydrates,12,B. vulgatus,0.303
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,12,B. vulgatus,0.336
B11,D-Galacturonic acid,Carboxylic acids,12,B. vulgatus,0.334
C11,2-Hydroxybenzoic Acid,Phenolic acids,12,B. vulgatus,0.34
D11,4-Hydroxybenzoic acid,Phenolic acids,12,B. vulgatus,0.322
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,12,B. vulgatus,0.358
F11,Itaconic acid,Carboxylic acids,12,B. vulgatus,0.318
G11,Alpha-Ketobutyric acid,Carboxylic acids,12,B. vulgatus,0.391
H11,D-Malic acid,Carboxylic acids,12,B. vulgatus,0.316
A12,L-Arginine,Amino acids,12,B. vulgatus,0.318
B12,L-Asparagine,Amino acids,12,B. vulgatus,0.432
C12,L-Phenylalanine,Amino acids,12,B. vulgatus,0.313
D12,L-Serine,Amino acids,12,B. vulgatus,0.314
E12,L-Threonine,Amino acids,12,B. vulgatus,0.334
F12,Glycyl-L-glutamic Acid,Amino acids,12,B. vulgatus,0.344
G12,Phenethylamine,Amines,12,B. vulgatus,0.295
H12,Putrescine,Amines,12,B. vulgatus,0.325
A1,Water,Water,24,B. vulgatus,0.243
B1,Methyl pyruvate,Carboxylic acids,24,B. vulgatus,0.723
C1,Tween 40,Polymers,24,B. vulgatus,0.224
D1,Tween 80,Polymers,24,B. vulgatus,0.249
E1,Alpha-Cyclodextrin,Polymers,24,B. vulgatus,0.385
F1,Glycogen,Polymers,24,B. vulgatus,0.289
G1,D-Cellobiose,Carbohydrates,24,B. vulgatus,0.223
H1,Alpha-D-Lactose,Carbohydrates,24,B. vulgatus,0.862
A2,Beta-Methyl-D-Glucoside,Carbohydrates,24,B. vulgatus,0.258
B2,D-Xylose,Carbohydrates,24,B. vulgatus,0.363
C2,I-Erythritol,Carbohydrates,24,B. vulgatus,0.257
D2,D-Mannitol,Carbohydrates,24,B. vulgatus,0.245
E2,N-Acetyl-D-glucosamine,Carbohydrates,24,B. vulgatus,0.273
F2,D-Glucosaminic acid,Carboxylic acids,24,B. vulgatus,0.244
G2,Glucose-1-Phosphate,Carbohydrates,24,B. vulgatus,0.249
H2,Alpha-Glycerol-Phosphate,Carbohydrates,24,B. vulgatus,0.249
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,24,B. vulgatus,0.259
B3,D-Galacturonic acid,Carboxylic acids,24,B. vulgatus,0.277
C3,2-Hydroxybenzoic Acid,Phenolic acids,24,B. vulgatus,0.277
D3,4-Hydroxybenzoic acid,Phenolic acids,24,B. vulgatus,0.278
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,24,B. vulgatus,0.285
F3,Itaconic acid,Carboxylic acids,24,B. vulgatus,0.28
G3,Alpha-Ketobutyric acid,Carboxylic acids,24,B. vulgatus,0.282
H3,D-Malic acid,Carboxylic acids,24,B. vulgatus,0.291
A4,L-Arginine,Amino acids,24,B. vulgatus,0.263
B4,L-Asparagine,Amino acids,24,B. vulgatus,0.408
C4,L-Phenylalanine,Amino acids,24,B. vulgatus,0.306
D4,L-Serine,Amino acids,24,B. vulgatus,0.317
E4,L-Threonine,Amino acids,24,B. vulgatus,0.332
F4,Glycyl-L-glutamic Acid,Amino acids,24,B. vulgatus,0.33
G4,Phenethylamine,Amines,24,B. vulgatus,0.287
H4,Putrescine,Amines,24,B. vulgatus,0.247
A5,Water,Water,24,B. vulgatus,0.257
B5,Methyl pyruvate,Carboxylic acids,24,B. vulgatus,0.692
C5,Tween 40,Polymers,24,B. vulgatus,0.261
D5,Tween 80,Polymers,24,B. vulgatus,0.278
E5,Alpha-Cyclodextrin,Polymers,24,B. vulgatus,0.408
F5,Glycogen,Polymers,24,B. vulgatus,0.306
G5,D-Cellobiose,Carbohydrates,24,B. vulgatus,0.291
H5,Alpha-D-Lactose,Carbohydrates,24,B. vulgatus,0.763
A6,Beta-Methyl-D-Glucoside,Carbohydrates,24,B. vulgatus,0.272
B6,D-Xylose,Carbohydrates,24,B. vulgatus,0.422
C6,I-Erythritol,Carbohydrates,24,B. vulgatus,0.279
D6,D-Mannitol,Carbohydrates,24,B. vulgatus,0.281
E6,N-Acetyl-D-glucosamine,Carbohydrates,24,B. vulgatus,0.33
F6,D-Glucosaminic acid,Carboxylic acids,24,B. vulgatus,0.282
G6,Glucose-1-Phosphate,Carbohydrates,24,B. vulgatus,0.305
H6,Alpha-Glycerol-Phosphate,Carbohydrates,24,B. vulgatus,0.254
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,24,B. vulgatus,0.286
B7,D-Galacturonic acid,Carboxylic acids,24,B. vulgatus,0.272
C7,2-Hydroxybenzoic Acid,Phenolic acids,24,B. vulgatus,0.28
D7,4-Hydroxybenzoic acid,Phenolic acids,24,B. vulgatus,0.286
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,24,B. vulgatus,0.301
F7,Itaconic acid,Carboxylic acids,24,B. vulgatus,0.298
G7,Alpha-Ketobutyric acid,Carboxylic acids,24,B. vulgatus,0.318
H7,D-Malic acid,Carboxylic acids,24,B. vulgatus,0.273
A8,L-Arginine,Amino acids,24,B. vulgatus,0.27
B8,L-Asparagine,Amino acids,24,B. vulgatus,0.424
C8,L-Phenylalanine,Amino acids,24,B. vulgatus,0.3
D8,L-Serine,Amino acids,24,B. vulgatus,0.311
E8,L-Threonine,Amino acids,24,B. vulgatus,0.335
F8,Glycyl-L-glutamic Acid,Amino acids,24,B. vulgatus,0.333
G8,Phenethylamine,Amines,24,B. vulgatus,0.272
H8,Putrescine,Amines,24,B. vulgatus,0.245
A9,Water,Water,24,B. vulgatus,0.299
B9,Methyl pyruvate,Carboxylic acids,24,B. vulgatus,0.738
C9,Tween 40,Polymers,24,B. vulgatus,0.266
D9,Tween 80,Polymers,24,B. vulgatus,0.282
E9,Alpha-Cyclodextrin,Polymers,24,B. vulgatus,0.377
F9,Glycogen,Polymers,24,B. vulgatus,0.324
G9,D-Cellobiose,Carbohydrates,24,B. vulgatus,0.278
H9,Alpha-D-Lactose,Carbohydrates,24,B. vulgatus,0.92
A10,Beta-Methyl-D-Glucoside,Carbohydrates,24,B. vulgatus,0.288
B10,D-Xylose,Carbohydrates,24,B. vulgatus,0.402
C10,I-Erythritol,Carbohydrates,24,B. vulgatus,0.296
D10,D-Mannitol,Carbohydrates,24,B. vulgatus,0.295
E10,N-Acetyl-D-glucosamine,Carbohydrates,24,B. vulgatus,0.359
F10,D-Glucosaminic acid,Carboxylic acids,24,B. vulgatus,0.295
G10,Glucose-1-Phosphate,Carbohydrates,24,B. vulgatus,0.305
H10,Alpha-Glycerol-Phosphate,Carbohydrates,24,B. vulgatus,0.286
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,24,B. vulgatus,0.277
B11,D-Galacturonic acid,Carboxylic acids,24,B. vulgatus,0.275
C11,2-Hydroxybenzoic Acid,Phenolic acids,24,B. vulgatus,0.258
D11,4-Hydroxybenzoic acid,Phenolic acids,24,B. vulgatus,0.269
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,24,B. vulgatus,0.286
F11,Itaconic acid,Carboxylic acids,24,B. vulgatus,0.281
G11,Alpha-Ketobutyric acid,Carboxylic acids,24,B. vulgatus,0.3
H11,D-Malic acid,Carboxylic acids,24,B. vulgatus,0.303
A12,L-Arginine,Amino acids,24,B. vulgatus,0.288
B12,L-Asparagine,Amino acids,24,B. vulgatus,0.434
C12,L-Phenylalanine,Amino acids,24,B. vulgatus,0.3
D12,L-Serine,Amino acids,24,B. vulgatus,0.288
E12,L-Threonine,Amino acids,24,B. vulgatus,0.317
F12,Glycyl-L-glutamic Acid,Amino acids,24,B. vulgatus,0.324
G12,Phenethylamine,Amines,24,B. vulgatus,0.282
H12,Putrescine,Amines,24,B. vulgatus,0.303
A1,Water,Water,36,B. vulgatus,0.309
B1,Methyl pyruvate,Carboxylic acids,36,B. vulgatus,0.734
C1,Tween 40,Polymers,36,B. vulgatus,0.264
D1,Tween 80,Polymers,36,B. vulgatus,0.295
E1,Alpha-Cyclodextrin,Polymers,36,B. vulgatus,0.515
F1,Glycogen,Polymers,36,B. vulgatus,0.333
G1,D-Cellobiose,Carbohydrates,36,B. vulgatus,0.336
H1,Alpha-D-Lactose,Carbohydrates,36,B. vulgatus,0.904
A2,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. vulgatus,0.328
B2,D-Xylose,Carbohydrates,36,B. vulgatus,0.442
C2,I-Erythritol,Carbohydrates,36,B. vulgatus,0.341
D2,D-Mannitol,Carbohydrates,36,B. vulgatus,0.339
E2,N-Acetyl-D-glucosamine,Carbohydrates,36,B. vulgatus,0.384
F2,D-Glucosaminic acid,Carboxylic acids,36,B. vulgatus,0.337
G2,Glucose-1-Phosphate,Carbohydrates,36,B. vulgatus,0.364
H2,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. vulgatus,0.325
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. vulgatus,0.32
B3,D-Galacturonic acid,Carboxylic acids,36,B. vulgatus,0.346
C3,2-Hydroxybenzoic Acid,Phenolic acids,36,B. vulgatus,0.348
D3,4-Hydroxybenzoic acid,Phenolic acids,36,B. vulgatus,0.349
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. vulgatus,0.357
F3,Itaconic acid,Carboxylic acids,36,B. vulgatus,0.345
G3,Alpha-Ketobutyric acid,Carboxylic acids,36,B. vulgatus,0.381
H3,D-Malic acid,Carboxylic acids,36,B. vulgatus,0.377
A4,L-Arginine,Amino acids,36,B. vulgatus,0.304
B4,L-Asparagine,Amino acids,36,B. vulgatus,0.483
C4,L-Phenylalanine,Amino acids,36,B. vulgatus,0.385
D4,L-Serine,Amino acids,36,B. vulgatus,0.37
E4,L-Threonine,Amino acids,36,B. vulgatus,0.426
F4,Glycyl-L-glutamic Acid,Amino acids,36,B. vulgatus,0.386
G4,Phenethylamine,Amines,36,B. vulgatus,0.349
H4,Putrescine,Amines,36,B. vulgatus,0.336
A5,Water,Water,36,B. vulgatus,0.323
B5,Methyl pyruvate,Carboxylic acids,36,B. vulgatus,0.731
C5,Tween 40,Polymers,36,B. vulgatus,0.288
D5,Tween 80,Polymers,36,B. vulgatus,0.317
E5,Alpha-Cyclodextrin,Polymers,36,B. vulgatus,0.477
F5,Glycogen,Polymers,36,B. vulgatus,0.35
G5,D-Cellobiose,Carbohydrates,36,B. vulgatus,0.375
H5,Alpha-D-Lactose,Carbohydrates,36,B. vulgatus,0.851
A6,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. vulgatus,0.319
B6,D-Xylose,Carbohydrates,36,B. vulgatus,0.507
C6,I-Erythritol,Carbohydrates,36,B. vulgatus,0.341
D6,D-Mannitol,Carbohydrates,36,B. vulgatus,0.354
E6,N-Acetyl-D-glucosamine,Carbohydrates,36,B. vulgatus,0.397
F6,D-Glucosaminic acid,Carboxylic acids,36,B. vulgatus,0.347
G6,Glucose-1-Phosphate,Carbohydrates,36,B. vulgatus,0.38
H6,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. vulgatus,0.334
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. vulgatus,0.324
B7,D-Galacturonic acid,Carboxylic acids,36,B. vulgatus,0.351
C7,2-Hydroxybenzoic Acid,Phenolic acids,36,B. vulgatus,0.347
D7,4-Hydroxybenzoic acid,Phenolic acids,36,B. vulgatus,0.345
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. vulgatus,0.363
F7,Itaconic acid,Carboxylic acids,36,B. vulgatus,0.351
G7,Alpha-Ketobutyric acid,Carboxylic acids,36,B. vulgatus,0.379
H7,D-Malic acid,Carboxylic acids,36,B. vulgatus,0.344
A8,L-Arginine,Amino acids,36,B. vulgatus,0.33
B8,L-Asparagine,Amino acids,36,B. vulgatus,0.485
C8,L-Phenylalanine,Amino acids,36,B. vulgatus,0.365
D8,L-Serine,Amino acids,36,B. vulgatus,0.369
E8,L-Threonine,Amino acids,36,B. vulgatus,0.414
F8,Glycyl-L-glutamic Acid,Amino acids,36,B. vulgatus,0.395
G8,Phenethylamine,Amines,36,B. vulgatus,0.351
H8,Putrescine,Amines,36,B. vulgatus,0.326
A9,Water,Water,36,B. vulgatus,0.347
B9,Methyl pyruvate,Carboxylic acids,36,B. vulgatus,0.803
C9,Tween 40,Polymers,36,B. vulgatus,0.295
D9,Tween 80,Polymers,36,B. vulgatus,0.323
E9,Alpha-Cyclodextrin,Polymers,36,B. vulgatus,0.447
F9,Glycogen,Polymers,36,B. vulgatus,0.368
G9,D-Cellobiose,Carbohydrates,36,B. vulgatus,0.38
H9,Alpha-D-Lactose,Carbohydrates,36,B. vulgatus,1.026
A10,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. vulgatus,0.338
B10,D-Xylose,Carbohydrates,36,B. vulgatus,0.471
C10,I-Erythritol,Carbohydrates,36,B. vulgatus,0.355
D10,D-Mannitol,Carbohydrates,36,B. vulgatus,0.358
E10,N-Acetyl-D-glucosamine,Carbohydrates,36,B. vulgatus,0.413
F10,D-Glucosaminic acid,Carboxylic acids,36,B. vulgatus,0.363
G10,Glucose-1-Phosphate,Carbohydrates,36,B. vulgatus,0.378
H10,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. vulgatus,0.342
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. vulgatus,0.338
B11,D-Galacturonic acid,Carboxylic acids,36,B. vulgatus,0.356
C11,2-Hydroxybenzoic Acid,Phenolic acids,36,B. vulgatus,0.347
D11,4-Hydroxybenzoic acid,Phenolic acids,36,B. vulgatus,0.353
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. vulgatus,0.35
F11,Itaconic acid,Carboxylic acids,36,B. vulgatus,0.355
G11,Alpha-Ketobutyric acid,Carboxylic acids,36,B. vulgatus,0.384
H11,D-Malic acid,Carboxylic acids,36,B. vulgatus,0.366
A12,L-Arginine,Amino acids,36,B. vulgatus,0.341
B12,L-Asparagine,Amino acids,36,B. vulgatus,0.431
C12,L-Phenylalanine,Amino acids,36,B. vulgatus,0.347
D12,L-Serine,Amino acids,36,B. vulgatus,0.344
E12,L-Threonine,Amino acids,36,B. vulgatus,0.389
F12,Glycyl-L-glutamic Acid,Amino acids,36,B. vulgatus,0.365
G12,Phenethylamine,Amines,36,B. vulgatus,0.34
H12,Putrescine,Amines,36,B. vulgatus,0.352
A1,Water,Water,60,B. vulgatus,0.28
B1,Methyl pyruvate,Carboxylic acids,60,B. vulgatus,0.728
C1,Tween 40,Polymers,60,B. vulgatus,0.305
D1,Tween 80,Polymers,60,B. vulgatus,0.29
E1,Alpha-Cyclodextrin,Polymers,60,B. vulgatus,0.495
F1,Glycogen,Polymers,60,B. vulgatus,0.338
G1,D-Cellobiose,Carbohydrates,60,B. vulgatus,0.295
H1,Alpha-D-Lactose,Carbohydrates,60,B. vulgatus,0.945
A2,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. vulgatus,0.316
B2,D-Xylose,Carbohydrates,60,B. vulgatus,0.436
C2,I-Erythritol,Carbohydrates,60,B. vulgatus,0.306
D2,D-Mannitol,Carbohydrates,60,B. vulgatus,0.297
E2,N-Acetyl-D-glucosamine,Carbohydrates,60,B. vulgatus,0.356
F2,D-Glucosaminic acid,Carboxylic acids,60,B. vulgatus,0.306
G2,Glucose-1-Phosphate,Carbohydrates,60,B. vulgatus,0.34
H2,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. vulgatus,0.297
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. vulgatus,0.294
B3,D-Galacturonic acid,Carboxylic acids,60,B. vulgatus,0.321
C3,2-Hydroxybenzoic Acid,Phenolic acids,60,B. vulgatus,0.326
D3,4-Hydroxybenzoic acid,Phenolic acids,60,B. vulgatus,0.326
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. vulgatus,0.34
F3,Itaconic acid,Carboxylic acids,60,B. vulgatus,0.332
G3,Alpha-Ketobutyric acid,Carboxylic acids,60,B. vulgatus,0.37
H3,D-Malic acid,Carboxylic acids,60,B. vulgatus,0.381
A4,L-Arginine,Amino acids,60,B. vulgatus,0.301
B4,L-Asparagine,Amino acids,60,B. vulgatus,0.495
C4,L-Phenylalanine,Amino acids,60,B. vulgatus,0.366
D4,L-Serine,Amino acids,60,B. vulgatus,0.343
E4,L-Threonine,Amino acids,60,B. vulgatus,0.425
F4,Glycyl-L-glutamic Acid,Amino acids,60,B. vulgatus,0.383
G4,Phenethylamine,Amines,60,B. vulgatus,0.334
H4,Putrescine,Amines,60,B. vulgatus,0.299
A5,Water,Water,60,B. vulgatus,0.308
B5,Methyl pyruvate,Carboxylic acids,60,B. vulgatus,0.703
C5,Tween 40,Polymers,60,B. vulgatus,0.269
D5,Tween 80,Polymers,60,B. vulgatus,0.311
E5,Alpha-Cyclodextrin,Polymers,60,B. vulgatus,0.475
F5,Glycogen,Polymers,60,B. vulgatus,0.355
G5,D-Cellobiose,Carbohydrates,60,B. vulgatus,0.357
H5,Alpha-D-Lactose,Carbohydrates,60,B. vulgatus,0.856
A6,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. vulgatus,0.323
B6,D-Xylose,Carbohydrates,60,B. vulgatus,0.553
C6,I-Erythritol,Carbohydrates,60,B. vulgatus,0.309
D6,D-Mannitol,Carbohydrates,60,B. vulgatus,0.32
E6,N-Acetyl-D-glucosamine,Carbohydrates,60,B. vulgatus,0.373
F6,D-Glucosaminic acid,Carboxylic acids,60,B. vulgatus,0.328
G6,Glucose-1-Phosphate,Carbohydrates,60,B. vulgatus,0.366
H6,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. vulgatus,0.319
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. vulgatus,0.297
B7,D-Galacturonic acid,Carboxylic acids,60,B. vulgatus,0.329
C7,2-Hydroxybenzoic Acid,Phenolic acids,60,B. vulgatus,0.314
D7,4-Hydroxybenzoic acid,Phenolic acids,60,B. vulgatus,0.304
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. vulgatus,0.337
F7,Itaconic acid,Carboxylic acids,60,B. vulgatus,0.338
G7,Alpha-Ketobutyric acid,Carboxylic acids,60,B. vulgatus,0.372
H7,D-Malic acid,Carboxylic acids,60,B. vulgatus,0.374
A8,L-Arginine,Amino acids,60,B. vulgatus,0.304
B8,L-Asparagine,Amino acids,60,B. vulgatus,0.5
C8,L-Phenylalanine,Amino acids,60,B. vulgatus,0.33
D8,L-Serine,Amino acids,60,B. vulgatus,0.334
E8,L-Threonine,Amino acids,60,B. vulgatus,0.396
F8,Glycyl-L-glutamic Acid,Amino acids,60,B. vulgatus,0.392
G8,Phenethylamine,Amines,60,B. vulgatus,0.336
H8,Putrescine,Amines,60,B. vulgatus,0.302
A9,Water,Water,60,B. vulgatus,0.328
B9,Methyl pyruvate,Carboxylic acids,60,B. vulgatus,0.779
C9,Tween 40,Polymers,60,B. vulgatus,0.283
D9,Tween 80,Polymers,60,B. vulgatus,0.316
E9,Alpha-Cyclodextrin,Polymers,60,B. vulgatus,0.428
F9,Glycogen,Polymers,60,B. vulgatus,0.367
G9,D-Cellobiose,Carbohydrates,60,B. vulgatus,0.369
H9,Alpha-D-Lactose,Carbohydrates,60,B. vulgatus,1.055
A10,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. vulgatus,0.312
B10,D-Xylose,Carbohydrates,60,B. vulgatus,0.483
C10,I-Erythritol,Carbohydrates,60,B. vulgatus,0.334
D10,D-Mannitol,Carbohydrates,60,B. vulgatus,0.341
E10,N-Acetyl-D-glucosamine,Carbohydrates,60,B. vulgatus,0.401
F10,D-Glucosaminic acid,Carboxylic acids,60,B. vulgatus,0.34
G10,Glucose-1-Phosphate,Carbohydrates,60,B. vulgatus,0.37
H10,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. vulgatus,0.341
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. vulgatus,0.299
B11,D-Galacturonic acid,Carboxylic acids,60,B. vulgatus,0.344
C11,2-Hydroxybenzoic Acid,Phenolic acids,60,B. vulgatus,0.337
D11,4-Hydroxybenzoic acid,Phenolic acids,60,B. vulgatus,0.34
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. vulgatus,0.34
F11,Itaconic acid,Carboxylic acids,60,B. vulgatus,0.339
G11,Alpha-Ketobutyric acid,Carboxylic acids,60,B. vulgatus,0.385
H11,D-Malic acid,Carboxylic acids,60,B. vulgatus,0.379
A12,L-Arginine,Amino acids,60,B. vulgatus,0.32
B12,L-Asparagine,Amino acids,60,B. vulgatus,0.495
C12,L-Phenylalanine,Amino acids,60,B. vulgatus,0.329
D12,L-Serine,Amino acids,60,B. vulgatus,0.328
E12,L-Threonine,Amino acids,60,B. vulgatus,0.389
F12,Glycyl-L-glutamic Acid,Amino acids,60,B. vulgatus,0.367
G12,Phenethylamine,Amines,60,B. vulgatus,0.321
H12,Putrescine,Amines,60,B. vulgatus,0.358
A1,Water,Water,72,B. vulgatus,0.286
B1,Methyl pyruvate,Carboxylic acids,72,B. vulgatus,0.699
C1,Tween 40,Polymers,72,B. vulgatus,0.314
D1,Tween 80,Polymers,72,B. vulgatus,0.311
E1,Alpha-Cyclodextrin,Polymers,72,B. vulgatus,0.543
F1,Glycogen,Polymers,72,B. vulgatus,0.354
G1,D-Cellobiose,Carbohydrates,72,B. vulgatus,0.307
H1,Alpha-D-Lactose,Carbohydrates,72,B. vulgatus,0.982
A2,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. vulgatus,0.314
B2,D-Xylose,Carbohydrates,72,B. vulgatus,0.48
C2,I-Erythritol,Carbohydrates,72,B. vulgatus,0.34
D2,D-Mannitol,Carbohydrates,72,B. vulgatus,0.336
E2,N-Acetyl-D-glucosamine,Carbohydrates,72,B. vulgatus,0.39
F2,D-Glucosaminic acid,Carboxylic acids,72,B. vulgatus,0.343
G2,Glucose-1-Phosphate,Carbohydrates,72,B. vulgatus,0.378
H2,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. vulgatus,0.339
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. vulgatus,0.288
B3,D-Galacturonic acid,Carboxylic acids,72,B. vulgatus,0.337
C3,2-Hydroxybenzoic Acid,Phenolic acids,72,B. vulgatus,0.348
D3,4-Hydroxybenzoic acid,Phenolic acids,72,B. vulgatus,0.35
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. vulgatus,0.357
F3,Itaconic acid,Carboxylic acids,72,B. vulgatus,0.351
G3,Alpha-Ketobutyric acid,Carboxylic acids,72,B. vulgatus,0.382
H3,D-Malic acid,Carboxylic acids,72,B. vulgatus,0.433
A4,L-Arginine,Amino acids,72,B. vulgatus,0.29
B4,L-Asparagine,Amino acids,72,B. vulgatus,0.514
C4,L-Phenylalanine,Amino acids,72,B. vulgatus,0.39
D4,L-Serine,Amino acids,72,B. vulgatus,0.367
E4,L-Threonine,Amino acids,72,B. vulgatus,0.446
F4,Glycyl-L-glutamic Acid,Amino acids,72,B. vulgatus,0.411
G4,Phenethylamine,Amines,72,B. vulgatus,0.349
H4,Putrescine,Amines,72,B. vulgatus,0.346
A5,Water,Water,72,B. vulgatus,0.296
B5,Methyl pyruvate,Carboxylic acids,72,B. vulgatus,0.709
C5,Tween 40,Polymers,72,B. vulgatus,0.296
D5,Tween 80,Polymers,72,B. vulgatus,0.333
E5,Alpha-Cyclodextrin,Polymers,72,B. vulgatus,0.524
F5,Glycogen,Polymers,72,B. vulgatus,0.386
G5,D-Cellobiose,Carbohydrates,72,B. vulgatus,0.378
H5,Alpha-D-Lactose,Carbohydrates,72,B. vulgatus,0.902
A6,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. vulgatus,0.32
